Date,USGG10YR Index,USGG3M Index,USGG2YR Index,USGG5YR Index,USGG30YR Index,USGG12M Index,USGG20YR Index
2022/4/22,2.8987,0.7669,2.6672,2.9314,2.9444,2.0195,3.1443
2022/4/21,2.9095,0.7873,2.6822,2.9741,2.9278,1.9806,3.1304
2022/4/20,2.832,0.8077,2.5753,2.8615,2.872,1.905,3.0577
2022/4/19,2.9361,0.7899,2.5915,2.9165,2.9949,1.8017,3.1887
2022/4/18,2.8527,0.7592,2.448,2.789,2.9407,1.7342,3.1278
2022/4/14,2.8275,0.7491,2.4539,2.7872,2.9147,1.6979,3.0936
2022/4/13,2.6987,0.7364,2.3481,2.652,2.8109,1.6566,2.9845
2022/4/12,2.7213,0.7034,2.4054,2.6893,2.8092,1.6567,2.9911
2022/4/11,2.7801,0.6931,2.4975,2.7881,2.8084,1.7528,3.0033
2022/4/8,2.7,0.6804,2.5115,2.7538,2.7182,1.7347,2.9104
2022/4/7,2.6578,0.6703,2.4595,2.7076,2.679,1.6933,2.8623
2022/4/6,2.5975,0.6601,2.4714,2.682,2.626,1.7245,2.804
2022/4/5,2.5469,0.6194,2.5139,2.6955,2.5729,1.7168,2.7463
2022/4/4,2.3951,0.5431,2.4221,2.5503,2.456,1.6675,2.6151
2022/4/1,2.3822,0.5101,2.4564,2.5587,2.4317,1.6649,2.5903
2022/3/31,2.338,0.4822,2.3345,2.4599,2.4476,1.595,2.5995
2022/3/30,2.3488,0.5178,2.3063,2.4382,2.4743,1.5951,2.6243
2022/3/29,2.3944,0.5178,2.3646,2.4983,2.5012,1.647,2.6576
2022/3/28,2.4585,0.5279,2.3277,2.5564,2.5399,1.6627,2.7016
2022/3/25,2.4731,0.5203,2.2696,2.5456,2.5846,1.629,2.7396
2022/3/24,2.3718,0.472,2.1387,2.3985,2.5383,1.5409,2.6627
2022/3/23,2.2917,0.4441,2.0961,2.3179,2.4842,1.4839,2.6096
2022/3/22,2.3825,0.4669,2.1641,2.3996,2.6011,1.3147,2.7203
2022/3/21,2.2896,0.4263,2.1153,2.3209,2.5173,1.2477,2.6397
2022/3/18,2.1494,0.3653,1.9362,2.1428,2.4202,1.1755,2.5377
2022/3/17,2.1706,0.3755,1.9138,2.144,2.4688,1.1911,2.5776
2022/3/16,2.1849,0.3831,1.9379,2.181,2.4528,1.1989,2.5601
2022/3/15,2.1437,0.4339,1.8491,2.1051,2.4779,1.1937,2.5632
2022/3/14,2.133,0.3805,1.8609,2.0899,2.471,1.2092,2.5642
2022/3/11,1.9917,0.3552,1.748,1.9463,2.3537,1.0907,2.4426
2022/3/10,1.9864,0.3577,1.6963,1.923,2.367,1.1063,2.4456
2022/3/9,1.9531,0.3577,1.6798,1.8783,2.3352,1.096,2.4107
2022/3/8,1.8456,0.3399,1.5987,1.7761,2.227,1.0522,2.3277
2022/3/7,1.7734,0.312,1.5503,1.704,2.1857,1.0214,2.2829
2022/3/4,1.7307,0.3095,1.4759,1.6372,2.1554,0.9905,2.2172
2022/3/3,1.8405,0.3247,1.53,1.7322,2.2199,1.0266,2.3024
2022/3/2,1.8767,0.3247,1.512,1.7552,2.2485,1.0035,2.3395
2022/3/1,1.7275,0.3019,1.3407,1.594,2.1046,0.8776,2.1944
2022/2/28,1.825,0.2917,1.4323,1.7177,2.1611,0.9752,2.2423
2022/2/25,1.9617,0.2917,1.5697,1.8651,2.2738,1.0859,2.3533
2022/2/24,1.9633,0.3019,1.5797,1.8619,2.2782,1.0551,2.3622
2022/2/23,1.9912,0.345,1.6016,1.9032,2.2941,1.1324,2.3681
2022/2/22,1.939,0.3272,1.5491,1.8626,2.2371,1.0134,2.3043
2022/2/18,1.9286,0.3196,1.4654,1.8205,2.2399,0.9569,2.2985
2022/2/17,1.9615,0.3374,1.4662,1.8399,2.2941,0.9775,2.3376
2022/2/16,2.0382,0.3653,1.5208,1.9185,2.3454,0.9955,2.4075
2022/2/15,2.0434,0.3806,1.5774,1.9401,2.3572,1.0367,2.4127
2022/2/14,1.9875,0.3679,1.5744,1.9114,2.2861,1.0444,2.3496
2022/2/11,1.9371,0.3399,1.4997,1.8542,2.2385,1.011,2.3026
2022/2/10,2.0294,0.3704,1.5786,1.9507,2.3163,1.0805,2.3793
2022/2/9,1.9415,0.2689,1.3644,1.8168,2.2449,0.8826,2.3014
2022/2/8,1.9632,0.2612,1.3414,1.8167,2.2571,0.8698,2.3177
2022/2/7,1.9159,0.2105,1.2903,1.765,2.2169,0.8313,2.2811
2022/2/4,1.9085,0.2232,1.3099,1.7682,2.2101,0.8621,2.2719
2022/2/3,1.8306,0.1902,1.1959,1.6704,2.1517,0.7544,2.2075
2022/2/2,1.7751,0.1851,1.1535,1.6079,2.1083,0.7237,2.1608
2022/2/1,1.7875,0.1902,1.1651,1.6177,2.109,0.7647,2.1746
2022/1/31,1.7767,0.18,1.1787,1.6094,2.1075,0.7724,2.1746
2022/1/28,1.7694,0.175,1.1623,1.6127,2.0733,0.734,2.143
2022/1/27,1.7994,0.1902,1.1882,1.6583,2.0928,0.7443,2.1617
2022/1/26,1.8637,0.1851,1.1504,1.6844,2.1649,0.6956,2.2334
2022/1/25,1.7689,0.1775,1.0174,1.5541,2.1118,0.5879,2.1696
2022/1/24,1.7706,0.1547,0.971,1.5472,2.1118,0.5496,2.1715
2022/1/21,1.7581,0.1597,1.0014,1.5571,2.071,0.547,2.1369
2022/1/20,1.804,0.1648,1.0249,1.5865,2.1169,0.5394,2.1794
2022/1/19,1.8646,0.1648,1.0572,1.648,2.176,0.5343,2.2382
2022/1/18,1.8735,0.1242,1.0425,1.6578,2.1879,0.542,2.2572
2022/1/14,1.7841,0.1116,0.9668,1.5577,2.1219,0.4756,2.1833
2022/1/13,1.7041,0.1141,0.8929,1.4728,2.0427,0.4399,2.1035
2022/1/12,1.7428,0.1141,0.9189,1.5189,2.0861,0.445,2.1417
2022/1/11,1.7357,0.109,0.8825,1.499,2.0622,0.4348,2.1142
2022/1/10,1.7603,0.0862,0.8944,1.5186,2.089,0.4246,2.1358
2022/1/7,1.762,0.0913,0.8621,1.4987,2.1159,0.4093,2.1495
2022/1/6,1.7211,0.0913,0.8656,1.4687,2.0758,0.4119,2.1073
2022/1/5,1.7052,0.0837,0.8256,1.4293,2.0947,0.3915,2.119
2022/1/4,1.6473,0.0735,0.7599,1.3573,2.065,0.366,2.0907
2022/1/3,1.628,0.0532,0.7678,1.354,2.024,0.3838,2.0509
2021/12/31,1.5101,0.0304,0.7322,1.263,1.9032,0.3762,1.9334
2021/12/30,1.5083,0.0304,0.7244,1.2629,1.917,0.3609,1.9533
2021/12/29,1.5496,0.038,0.7461,1.2969,1.961,0.3762,1.9961
2021/12/28,1.4807,0.0431,0.75,1.245,1.8997,0.2768,1.9296
2021/12/27,1.4756,0.0406,0.6987,1.2467,1.8839,0.2768,1.9183
2021/12/23,1.4927,0.0558,0.6881,1.2417,1.9052,0.2666,1.9315
2021/12/22,1.4515,0.0583,0.6606,1.2156,1.849,0.2539,1.8771
2021/12/21,1.4617,0.0507,0.6665,1.2156,1.8627,0.2514,1.8902
2021/12/20,1.4225,0.038,0.6317,1.1668,1.8511,0.2438,1.8893
2021/12/17,1.4021,0.0304,0.6376,1.1749,1.8064,0.2438,1.8474
2021/12/16,1.4106,0.0304,0.6128,1.1637,1.8524,0.2361,1.8847
2021/12/15,1.4565,0.038,0.6631,1.2451,1.8599,0.2514,1.8922
2021/12/14,1.4411,0.038,0.6568,1.2353,1.828,0.2387,1.867
2021/12/13,1.4156,0.0456,0.6324,1.2044,1.7998,0.2387,1.8364
2021/12/10,1.4837,0.0482,0.6543,1.25,1.8777,0.2514,1.911
2021/12/9,1.499,0.0482,0.6877,1.2679,1.8763,0.2616,1.9176
2021/12/8,1.5212,0.0583,0.6815,1.2744,1.8928,0.2743,1.9487
2021/12/7,1.4733,0.0558,0.6892,1.2549,1.8025,0.2921,1.8746
2021/12/6,1.4342,0.038,0.6312,1.2062,1.7704,0.2641,1.855
2021/12/3,1.343,0.0431,0.5873,1.132,1.6727,0.2489,1.7567
2021/12/2,1.4443,0.0355,0.6126,1.2063,1.7625,0.2514,1.8449
2021/12/1,1.4037,0.0406,0.5513,1.1354,1.7393,0.2361,1.8182
2021/11/30,1.4443,0.0456,0.565,1.1596,1.7911,0.2183,1.8598
2021/11/29,1.4987,0.038,0.4843,1.15,1.8545,0.1802,1.913
2021/11/26,1.4731,0.038,0.498,1.1597,1.8213,0.1548,1.8747
2021/11/24,1.6341,0.0532,0.6398,1.3424,1.9594,0.2082,2.0219
2021/11/23,1.6651,0.0406,0.6142,1.3391,2.0229,0.1777,2.0758
2021/11/22,1.6236,0.0406,0.5842,1.3168,1.9615,0.1777,2.0105
2021/11/19,1.5462,0.0406,0.5067,1.2214,1.91,0.1472,1.9384
2021/11/18,1.5855,0.0482,0.5021,1.2196,1.9685,0.1446,1.9971
2021/11/17,1.5889,0.0406,0.4979,1.231,1.9755,0.1523,2.0217
2021/11/16,1.6335,0.038,0.5179,1.2653,2.0285,0.1523,2.0664
2021/11/15,1.6145,0.0431,0.5157,1.2522,1.9959,0.1523,2.0306
2021/11/12,1.5613,0.0406,0.5115,1.2211,1.9308,0.1548,1.9597
2021/11/10,1.5493,0.0431,0.5129,1.216,1.904,0.1523,1.9518
2021/11/9,1.4358,0.038,0.4208,1.0813,1.8178,0.1269,1.8542
2021/11/8,1.4897,0.0355,0.4426,1.1169,1.8816,0.1319,1.8984
2021/11/5,1.4513,0.038,0.4008,1.0555,1.887,0.1269,1.8945
2021/11/4,1.5262,0.033,0.4244,1.1105,1.9631,0.1421,1.9683
2021/11/3,1.6034,0.0406,0.4659,1.1881,2.0203,0.1548,2.0282
2021/11/2,1.5488,0.0406,0.4499,1.1476,1.9589,0.1167,1.9663
2021/11/1,1.5557,0.0406,0.4992,1.1767,1.9576,0.1142,1.9858
2021/10/29,1.5521,0.0482,0.497,1.1831,1.9328,0.1192,1.9701
2021/10/28,1.58,0.0456,0.4891,1.1847,1.9811,0.1065,2.0053
2021/10/27,1.5413,0.0482,0.5029,1.15,1.9507,0.1091,1.9369
2021/10/26,1.6079,0.0482,0.4396,1.1745,2.0407,0.1116,2.0181
2021/10/25,1.6307,0.0482,0.4353,1.1711,2.0812,0.1116,2.0576
2021/10/22,1.6324,0.0507,0.4534,1.1957,2.0683,0.1091,2.0477
2021/10/21,1.7011,0.0456,0.4545,1.2397,2.1474,0.104,2.1214
2021/10/20,1.6567,0.0431,0.3854,1.1653,2.1343,0.0862,2.1063
2021/10/19,1.6372,0.0406,0.3953,1.1619,2.0847,0.0938,2.0644
2021/10/18,1.6002,0.0406,0.4254,1.17,2.0336,0.0964,2.0139
2021/10/15,1.5703,0.0431,0.3949,1.1255,2.0414,0.0964,2.006
2021/10/14,1.5107,0.0355,0.3602,1.05,2.0146,0.0938,1.9668
2021/10/13,1.5368,0.0406,0.358,1.0695,2.0287,0.0938,1.9853
2021/10/12,1.5769,0.0406,0.3379,1.071,2.0954,0.0913,2.0453
2021/10/8,1.6118,0.0456,0.3178,1.0595,2.164,0.0888,2.111
2021/10/7,1.5729,0.0431,0.3055,1.0218,2.1263,0.0913,2.0729
2021/10/6,1.5206,0.0406,0.2935,0.9813,2.0789,0.0862,2.0224
2021/10/5,1.5258,0.0355,0.2836,0.9732,2.0953,0.0761,2.0362
2021/10/4,1.4789,0.0253,0.2776,0.9441,2.0442,0.0735,1.9861
2021/10/1,1.4616,0.0304,0.2638,0.928,2.0287,0.0735,1.9685
2021/9/30,1.4873,0.033,0.2755,0.9649,2.0449,0.0685,1.9879
2021/9/29,1.5167,0.0304,0.2892,0.9906,2.0604,0.0685,2.0104
2021/9/28,1.5374,0.0253,0.301,1.0196,2.086,0.0735,2.035
2021/9/27,1.4871,0.0228,0.2779,0.9847,1.9944,0.071,1.9489
2021/9/24,1.4509,0.0253,0.2695,0.9469,1.9833,0.071,1.9247
2021/9/23,1.4301,0.0228,0.2608,0.9482,1.9398,0.071,1.8871
2021/9/22,1.3006,0.0253,0.2363,0.8504,1.8078,0.071,1.7537
2021/9/21,1.3226,0.0203,0.2139,0.8292,1.8558,0.0634,1.7978
2021/9/20,1.3107,0.0203,0.2158,0.8243,1.8471,0.0634,1.7949
2021/9/17,1.3616,0.0304,0.2217,0.86,1.8989,0.0634,1.846
2021/9/16,1.3378,0.0279,0.2193,0.8404,1.8834,0.0659,1.8251
2021/9/15,1.2988,0.033,0.2111,0.7967,1.8592,0.0659,1.7959
2021/9/14,1.2836,0.0304,0.207,0.7854,1.8592,0.0659,1.7874
2021/9/13,1.3259,0.033,0.2129,0.8047,1.9044,0.0659,1.8346
2021/9/10,1.3411,0.038,0.2127,0.816,1.9337,0.0659,1.8593
2021/9/9,1.2971,0.0355,0.2124,0.7885,1.8977,0.0659,1.8213
2021/9/8,1.3376,0.038,0.2162,0.8094,1.9557,0.0685,1.8783
2021/9/7,1.3732,0.033,0.2201,0.8222,1.9868,0.0558,1.908
2021/9/3,1.3223,0.033,0.2061,0.7836,1.942,0.0609,1.8611
2021/9/2,1.2835,0.0406,0.2056,0.7644,1.897,0.0609,1.8194
2021/9/1,1.2936,0.0355,0.2094,0.7724,1.9133,0.0634,1.8326
2021/8/31,1.3088,0.0355,0.2093,0.7771,1.9324,0.0634,1.8515
2021/8/30,1.2785,0.0406,0.2014,0.7676,1.8964,0.0583,1.8193
2021/8/27,1.307,0.0456,0.2151,0.7995,1.9167,0.0609,1.843
2021/8/26,1.3491,0.0431,0.2406,0.8492,1.9468,0.0609,1.8734
2021/8/25,1.339,0.0456,0.2386,0.8178,1.9482,0.0609,1.8734
2021/8/24,1.2935,0.038,0.2223,0.7965,1.9161,0.0583,1.8335
2021/8/23,1.2517,0.0406,0.2242,0.7688,1.8708,0.0583,1.7911
2021/8/20,1.255,0.0431,0.2241,0.7817,1.8688,0.0583,1.7864
2021/8/19,1.2433,0.0456,0.2196,0.7669,1.8709,0.0609,1.7892
2021/8/18,1.2583,0.0532,0.2155,0.7685,1.8972,0.0634,1.7924
2021/8/17,1.2617,0.0608,0.2133,0.7668,1.9189,0.0659,1.8124
2021/8/16,1.265,0.0608,0.2092,0.7618,1.927,0.0685,1.8233
2021/8/13,1.2767,0.0456,0.2071,0.7731,1.9291,0.071,1.8252
2021/8/12,1.359,0.0431,0.2227,0.8229,1.9988,0.0735,1.9032
2021/8/11,1.3303,0.0507,0.2186,0.8083,1.9988,0.0735,1.9014
2021/8/10,1.349,0.0431,0.2383,0.8259,1.9988,0.071,1.9042
2021/8/9,1.3237,0.0456,0.2203,0.7952,1.9703,0.071,1.8766
2021/8/6,1.2969,0.0431,0.2083,0.7677,1.9454,0.0659,1.8501
2021/8/5,1.2235,0.0456,0.198,0.7241,1.8612,0.0685,1.7651
2021/8/4,1.182,0.0456,0.1802,0.6761,1.8389,0.0609,1.7392
2021/8/3,1.1722,0.0406,0.1703,0.6473,1.8408,0.0583,1.7464
2021/8/2,1.1773,0.0406,0.1722,0.6537,1.8498,0.0583,1.7527
2021/7/30,1.2223,0.0406,0.1839,0.6904,1.8922,0.0634,1.8032
2021/7/29,1.2693,0.0431,0.2035,0.7351,1.9195,0.0609,1.836
2021/7/28,1.2327,0.0456,0.2016,0.7111,1.8801,0.0609,1.798
2021/7/27,1.2411,0.0406,0.2035,0.6987,1.8936,0.0634,1.8098
2021/7/26,1.2896,0.0406,0.1941,0.7214,1.9418,0.0659,1.858
2021/7/23,1.2763,0.0431,0.1981,0.7118,1.9151,0.0659,1.8325
2021/7/22,1.2783,0.0406,0.1998,0.7185,1.9165,0.0609,1.8372
2021/7/21,1.2884,0.0431,0.2078,0.7362,1.9387,0.0685,1.8582
2021/7/20,1.2218,0.0406,0.1996,0.685,1.8771,0.0659,1.7948
2021/7/19,1.1888,0.0355,0.2156,0.7043,1.8197,0.071,1.7419
2021/7/16,1.2903,0.0431,0.2215,0.7734,1.9192,0.071,1.8428
2021/7/15,1.2989,0.038,0.2231,0.7752,1.9206,0.071,1.8412
2021/7/14,1.3459,0.0431,0.223,0.7945,1.971,0.071,1.8923
2021/7/13,1.4166,0.0406,0.2528,0.846,2.0469,0.0659,1.9672
2021/7/12,1.3645,0.0456,0.2267,0.7946,1.9975,0.0659,1.9228
2021/7/9,1.3595,0.0431,0.2126,0.785,1.9889,0.0609,1.909
2021/7/8,1.2928,0.0456,0.1944,0.742,1.9266,0.0609,1.8433
2021/7/7,1.3163,0.0456,0.2141,0.7788,1.9378,0.0609,1.8597
2021/7/6,1.3481,0.0431,0.2179,0.7965,1.9739,0.0634,1.8991
2021/7/2,1.4238,0.038,0.2336,0.8573,2.0404,0.0583,1.974
2021/7/1,1.4578,0.0406,0.2527,0.8926,2.0607,0.0659,1.9946
2021/6/30,1.468,0.0406,0.2486,0.8894,2.0857,0.0659,2.018
2021/6/29,1.4697,0.0406,0.2504,0.8894,2.0837,0.0659,2.0162
2021/6/28,1.4765,0.0406,0.2543,0.8958,2.0946,0.071,2.0256
2021/6/25,1.5241,0.0431,0.2661,0.9215,2.1487,0.0761,2.0765
2021/6/24,1.4919,0.0431,0.2681,0.9134,2.0981,0.0761,2.0285
2021/6/23,1.4852,0.0355,0.2622,0.8813,2.1083,0.0761,2.0351
2021/6/22,1.4632,0.0304,0.2281,0.8552,2.0859,0.0761,2.0164
2021/6/21,1.4886,0.0304,0.2543,0.8877,2.1097,0.0812,2.0389
2021/6/18,1.4381,0.0279,0.2541,0.8746,2.0127,0.0761,1.9587
2021/6/17,1.504,0.0253,0.2093,0.8809,2.0927,0.0685,2.0381
2021/6/16,1.5754,0.0228,0.2052,0.8954,2.2073,0.071,2.1386
2021/6/15,1.4922,0.0127,0.163,0.7806,2.1864,0.0558,2.1043
2021/6/14,1.494,0.0127,0.157,0.7822,2.1822,0.0456,2.1053
2021/6/11,1.4518,0.0203,0.1469,0.7387,2.1379,0.0456,2.0608
2021/6/10,1.4318,0.0203,0.1429,0.7115,2.127,0.0406,2.0429
2021/6/9,1.4908,0.0177,0.1548,0.75,2.1684,0.0406,2.0921
2021/6/8,1.5331,0.0228,0.1508,0.7724,2.2151,0.0406,2.1349
2021/6/7,1.5687,0.0177,0.1547,0.7933,2.2468,0.0456,2.1647
2021/6/4,1.5534,0.0127,0.1448,0.7788,2.2313,0.038,2.1455
2021/6/3,1.625,0.0127,0.1545,0.8397,2.296,0.038,2.2188
2021/6/2,1.5875,0.0127,0.1446,0.7932,2.2717,0.0355,2.1936
2021/6/1,1.6062,0.0076,0.1466,0.8044,2.2867,0.0406,2.2072
2021/5/28,1.5943,0.0025,0.1407,0.7995,2.2824,0.033,2.1956
2021/5/27,1.6062,0.0025,0.1446,0.8155,2.2825,0.033,2.1927
2021/5/26,1.5757,0.0051,0.1485,0.7824,2.2561,0.0355,2.1676
2021/5/25,1.5588,0.0076,0.1412,0.771,2.2477,0.038,2.1523
2021/5/24,1.6012,0.0025,0.1493,0.8034,2.2989,0.0355,2.2043
2021/5/21,1.6216,-0.0025,0.1533,0.8212,2.3176,0.0355,2.2256
2021/5/20,1.625,0.0025,0.1451,0.8114,2.3306,0.0355,2.2431
2021/5/19,1.671,0.0025,0.1552,0.8567,2.3691,0.0431,2.2777
2021/5/18,1.6369,0.0025,0.1491,0.8178,2.3597,0.038,2.2613
2021/5/17,1.6488,0.0051,0.1531,0.8355,2.3626,0.0406,2.2735
2021/5/14,1.6284,-0.0025,0.147,0.8129,2.3401,0.0406,2.2326
2021/5/13,1.6574,0.0076,0.1529,0.8273,2.3955,0.0355,2.2754
2021/5/12,1.6916,0.0051,0.1629,0.8628,2.4113,0.0406,2.2886
2021/5/11,1.6217,0.0051,0.1588,0.7998,2.3451,0.033,2.2172
2021/5/10,1.602,-0.0025,0.1528,0.7837,2.3256,0.0406,2.1939
2021/5/7,1.5771,0.0051,0.1448,0.7741,2.2769,0.0406,2.1577
2021/5/6,1.5696,0.0101,0.1527,0.8045,2.2417,0.0456,2.1306
2021/5/5,1.566,0.0101,0.1506,0.7932,2.2425,0.0482,2.1266
2021/5/4,1.5924,0.0076,0.1585,0.8173,2.2615,0.0507,2.1456
2021/5/3,1.5976,0.0051,0.1585,0.8237,2.2837,0.0507,2.1615
2021/4/30,1.6259,0.0025,0.1584,0.8461,2.2967,0.0482,2.1735
2021/4/29,1.6343,0.0025,0.1622,0.8636,2.2982,0.0456,2.1825
2021/4/28,1.6094,0.0025,0.1641,0.8508,2.2889,0.0456,2.1714
2021/4/27,1.6216,0.0025,0.1798,0.8813,2.2942,0.0507,2.1754
2021/4/26,1.5667,0.0076,0.1677,0.8294,2.24,0.0558,2.1224
2021/4/23,1.5577,0.0152,0.1575,0.8164,2.2339,0.0558,2.1214
2021/4/22,1.538,0.0152,0.1472,0.7904,2.218,0.0533,2.1074
2021/4/21,1.5555,0.0127,0.1472,0.7968,2.2505,0.0558,2.1332
2021/4/20,1.5589,0.0127,0.1492,0.792,2.2512,0.0456,2.1391
2021/4/19,1.6047,0.0152,0.1572,0.8292,2.2963,0.0558,2.1821
2021/4/16,1.5798,0.0101,0.1612,0.8307,2.2649,0.0558,2.151
2021/4/15,1.5759,0.0051,0.159,0.8177,2.2694,0.0532,2.1669
2021/4/14,1.6323,0.0152,0.161,0.8548,2.3116,0.0507,2.2121
2021/4/13,1.6145,0.0101,0.1589,0.8354,2.2939,0.0558,2.1899
2021/4/12,1.6657,0.0076,0.1668,0.8805,2.3332,0.0634,2.2242
2021/4/9,1.6585,0.0076,0.1548,0.8627,2.3293,0.0558,2.21
2021/4/8,1.6192,0.0101,0.1488,0.8351,2.3068,0.0507,2.1898
2021/4/7,1.6739,0.0101,0.1527,0.8689,2.3612,0.0456,2.2615
2021/4/6,1.656,0.0152,0.1566,0.8721,2.323,0.0507,2.23
2021/4/5,1.7003,0.0152,0.1664,0.922,2.3463,0.0583,2.2573
2021/4/1,1.6699,0.0127,0.1585,0.9009,2.3322,0.0609,2.2299
2021/3/31,1.7404,0.0152,0.1603,0.9393,2.4106,0.0558,2.3113
2021/3/30,1.7029,0.0101,0.1465,0.8957,2.3687,0.0533,2.2774
2021/3/29,1.7081,0.0101,0.1407,0.8877,2.405,0.0558,2.3009
2021/3/26,1.676,0.0152,0.1387,0.8652,2.3781,0.0609,2.2794
2021/3/25,1.6332,0.0152,0.1367,0.8347,2.3568,0.0634,2.2437
2021/3/24,1.6084,0.0152,0.1465,0.8076,2.3095,0.0558,2.1993
2021/3/23,1.6206,0.0025,0.1452,0.8156,2.3264,0.0532,2.2244
2021/3/22,1.6946,0.0025,0.1472,0.8628,2.3984,0.0583,2.3006
2021/3/19,1.721,-0.0025,0.1492,0.8806,2.4333,0.0558,2.3396
2021/3/18,1.7082,-0.0025,0.1531,0.8636,2.4483,0.0634,2.3518
2021/3/17,1.6427,0.0025,0.133,0.7983,2.418,0.0609,2.3157
2021/3/16,1.6179,0.0127,0.149,0.829,2.3785,0.0685,2.286
2021/3/15,1.6055,0.0127,0.151,0.8272,2.3573,0.0634,2.2625
2021/3/12,1.6247,0.0203,0.147,0.8401,2.3776,0.0609,2.289
2021/3/11,1.537,0.0279,0.1389,0.786,2.2945,0.0761,2.1958
2021/3/10,1.5178,0.0304,0.1528,0.7891,2.2381,0.0735,2.1409
2021/3/9,1.5263,0.0279,0.1607,0.8051,2.2335,0.0812,2.1339
2021/3/8,1.5907,0.033,0.1626,0.8536,2.3159,0.0761,2.2027
2021/3/5,1.5661,0.0253,0.1369,0.7983,2.2974,0.0735,2.1836
2021/3/4,1.564,0.0304,0.1447,0.7898,2.3205,0.0735,2.1945
2021/3/3,1.4808,0.0355,0.1407,0.7316,2.2759,0.0735,2.1486
2021/3/2,1.3914,0.0304,0.1211,0.6594,2.1913,0.071,2.061
2021/3/1,1.417,0.033,0.1191,0.6961,2.1906,0.0659,2.0737
2021/2/26,1.4049,0.033,0.127,0.7313,2.1513,0.0659,2.0396
2021/2/25,1.5199,0.033,0.172,0.8198,2.2734,0.0761,2.1854
2021/2/24,1.3756,0.0304,0.123,0.6004,2.2325,0.071,2.062
2021/2/23,1.3416,0.0228,0.1108,0.5663,2.18,0.0583,2.0095
2021/2/22,1.3653,0.0279,0.1109,0.5986,2.1733,0.0507,2.0114
2021/2/19,1.3364,0.0279,0.1048,0.5758,2.1335,0.0482,1.971
2021/2/18,1.2956,0.0279,0.1049,0.5529,2.0817,0.0406,1.9204
2021/2/17,1.2703,0.033,0.1029,0.5464,2.0371,0.0609,1.8841
2021/2/16,1.3141,0.033,0.119,0.5737,2.0918,0.0659,1.9221
2021/2/12,1.2082,0.0355,0.109,0.4916,2.0086,0.0609,1.8303
2021/2/11,1.1632,0.0355,0.1091,0.4626,1.95,0.0659,1.7701
2021/2/10,1.1225,0.038,0.1071,0.4498,1.9074,0.0659,1.7301
2021/2/9,1.1568,0.0253,0.1151,0.4737,1.9478,0.0659,1.769
2021/2/8,1.1705,0.0253,0.1111,0.4784,1.9529,0.0659,1.7729
2021/2/5,1.1635,0.0203,0.1013,0.4624,1.9711,0.0507,1.7787
2021/2/4,1.1392,0.0228,0.1112,0.4575,1.9383,0.0659,1.7425
2021/2/3,1.1374,0.0406,0.1171,0.4622,1.9252,0.0735,1.7318
2021/2/2,1.0963,0.0456,0.1132,0.4399,1.8694,0.071,1.6796
2021/2/1,1.0792,0.0482,0.1073,0.4241,1.8538,0.0761,1.6633
2021/1/29,1.0655,0.0482,0.1093,0.4193,1.8291,0.0761,1.6423
2021/1/28,1.0449,0.0532,0.1172,0.4272,1.8046,0.0837,1.6156
2021/1/27,1.0161,0.0608,0.1191,0.4114,1.774,0.0837,1.5797
2021/1/26,1.0347,0.0634,0.1211,0.4087,1.7906,0.0837,1.5985
2021/1/25,1.0295,0.0684,0.1149,0.4022,1.792,0.0888,1.5947
2021/1/22,1.0855,0.071,0.1209,0.4311,1.8466,0.0913,1.6516
2021/1/21,1.1058,0.071,0.1189,0.4454,1.8692,0.0938,1.6734
2021/1/20,1.0802,0.0735,0.127,0.4406,1.8296,0.0913,1.6315
2021/1/19,1.0886,0.071,0.131,0.4454,1.8338,0.0938,1.6371
2021/1/15,1.0835,0.0761,0.133,0.4501,1.8331,0.0913,1.6324
2021/1/14,1.1292,0.0735,0.139,0.4836,1.8719,0.0964,1.6722
2021/1/13,1.0832,0.0811,0.143,0.4691,1.8155,0.0938,1.618
2021/1/12,1.1291,0.0761,0.1449,0.4994,1.8719,0.0938,1.6693
2021/1/11,1.146,0.0811,0.1449,0.5058,1.8832,0.0989,1.6836
2021/1/8,1.1153,0.071,0.1329,0.4833,1.8733,0.0964,1.6683
2021/1/7,1.0795,0.0786,0.1369,0.4592,1.8527,0.104,1.6406
2021/1/6,1.0355,0.0811,0.1369,0.4258,1.814,0.1015,1.6018
2021/1/5,0.9549,0.0761,0.1211,0.3766,1.7081,0.0938,1.4963
2021/1/4,0.9132,0.0634,0.1132,0.3497,1.6556,0.0964,1.4458
2020/12/31,0.9132,0.0583,0.1211,0.3608,1.6449,0.104,1.4403
2020/12/30,0.9231,0.071,0.1211,0.3671,1.6556,0.1015,1.4522
2020/12/29,0.9364,0.0862,0.125,0.3782,1.675,0.0938,1.4686
2020/12/28,0.9231,0.0837,0.1189,0.3542,1.6589,0.0964,1.4521
2020/12/24,0.9231,0.0811,0.1189,0.3622,1.6602,0.0862,1.454
2020/12/23,0.943,0.0786,0.1169,0.3702,1.681,0.0812,1.4741
2020/12/22,0.9164,0.0761,0.1129,0.3622,1.6482,0.0837,1.4429
2020/12/21,0.9346,0.0811,0.121,0.3798,1.673,0.0862,1.4676
2020/12/18,0.9462,0.0811,0.121,0.3814,1.6918,0.0837,1.4869
2020/12/17,0.9329,0.0811,0.121,0.3782,1.6803,0.0837,1.4722
