Date,USGG10YR Index,USGG3M Index,USGG2YR Index,USGG5YR Index,USGG30YR Index,USGG12M Index,USGG20YR Index
2018/4/3,2.7753,1.7388,2.2782,2.5957,3.011,2.0768,
2018/4/2,2.7298,1.7153,2.2459,2.5469,2.9619,2.0717,
2018/3/29,2.7389,1.7001,2.2661,2.562,2.9737,2.0822,
2018/3/28,2.7807,1.7183,2.2842,2.5956,3.0214,2.1061,
2018/3/27,2.7753,1.7516,2.2641,2.567,3.0286,2.0281,
2018/3/26,2.852,1.7383,2.2704,2.6401,3.0859,2.0282,
2018/3/23,2.8135,1.7154,2.2538,2.5993,3.0608,2.0126,
2018/3/22,2.8244,1.7105,2.2786,2.6231,3.0624,2.0259,
2018/3/21,2.883,1.7413,2.3055,2.6741,3.1186,2.0364,
2018/3/20,2.8959,1.7874,2.3448,2.6962,3.1301,2.0574,
2018/3/19,2.8555,1.7562,2.3075,2.6553,3.0859,2.06,
2018/3/16,2.8445,1.7691,2.2909,2.6418,3.077,2.0497,
2018/3/15,2.828,1.7616,2.2846,2.6249,3.0584,2.0447,
2018/3/14,2.817,1.7489,2.258,2.6097,3.0568,2.0344,
2018/3/13,2.8426,1.703,2.2539,2.6181,3.0981,2.0266,
2018/3/12,2.8681,1.6744,2.262,2.635,3.1292,2.0267,
2018/3/9,2.8938,1.6592,2.258,2.6502,3.158,2.019,
2018/3/8,2.8571,1.6543,2.2498,2.63,3.1218,2.0323,
2018/3/7,2.8827,1.6748,2.2519,2.6485,3.1498,2.0376,
2018/3/6,2.8863,1.6621,2.2499,2.6536,3.1531,2.0481,
2018/3/5,2.8808,1.6565,2.2378,2.6451,3.1531,2.0456,
2018/3/2,2.8643,1.6387,2.2418,2.6283,3.1398,2.0378,
2018/3/1,2.8078,1.6109,2.2117,2.5797,3.0834,2.0328,
2018/2/28,2.8606,1.6518,2.25,2.6401,3.1242,2.0564,
2018/2/27,2.8934,1.6596,2.26,2.6603,3.1588,2.0046,
2018/2/26,2.8623,1.6387,2.2219,2.6099,3.153,2.0047,
2018/2/23,2.866,1.6387,2.238,2.6183,3.1555,1.997,
2018/2/22,2.9207,1.6338,2.246,2.6552,3.2062,1.9998,
2018/2/21,2.95,1.639,2.2661,2.6858,3.2204,2.0025,
2018/2/20,2.8896,1.5952,2.2187,2.6446,3.153,1.9869,
2018/2/16,2.8749,1.5901,2.1895,2.6291,3.1316,1.9714,
2018/2/15,2.9095,1.5879,2.1844,2.6508,3.1637,1.9769,
2018/2/14,2.9022,1.5726,2.1636,2.6319,3.162,1.9613,
2018/2/13,2.8294,1.5829,2.104,2.5418,3.1111,1.9301,
2018/2/12,2.8585,1.5697,2.0753,2.5587,3.1439,1.9146,
2018/2/9,2.8512,1.5545,2.0732,2.5433,3.1596,1.8756,
2018/2/8,2.824,1.5393,2.1034,2.538,3.1293,1.881,
2018/2/7,2.8359,1.5419,2.1235,2.5565,3.1139,1.8889,
2018/2/6,2.8016,1.5165,2.1051,2.5396,3.0659,1.8551,
2018/2/5,2.7056,1.4804,2.0241,2.4369,3.006,1.8317,
2018/2/2,2.8411,1.4728,2.1413,2.5883,3.0868,1.8656,
2018/2/1,2.7896,1.478,2.1609,2.5712,3.0241,1.8815,
2018/1/31,2.705,1.4551,2.1406,2.5139,2.9348,1.8816,
2018/1/30,2.7199,1.4424,2.1243,2.5054,2.9706,1.7757,
2018/1/29,2.6936,1.4038,2.1163,2.4903,2.9421,1.7731,
2018/1/26,2.6599,1.4115,2.1163,2.4702,2.9114,1.7758,
2018/1/25,2.617,1.4168,2.0842,2.42,2.8809,1.7682,
2018/1/24,2.6465,1.4296,2.0762,2.4343,2.9283,1.7631,
2018/1/23,2.6131,1.4348,2.0403,2.412,2.8945,1.7553,
2018/1/22,2.65,1.4166,2.0608,2.4476,2.913,1.771,
2018/1/19,2.6592,1.4268,2.0647,2.4491,2.9331,1.7736,
2018/1/18,2.6256,1.427,2.0434,2.418,2.9033,1.7608,
2018/1/17,2.5904,1.4398,2.0431,2.4043,2.857,1.7739,
2018/1/16,2.5371,1.419,2.0142,2.3517,2.8254,1.7739,
2018/1/12,2.5462,1.437,1.9976,2.3465,2.8491,1.7714,
2018/1/11,2.5367,1.427,1.9786,2.3259,2.8673,1.7639,
2018/1/10,2.5568,1.4194,1.9724,2.3291,2.8984,1.7665,
2018/1/9,2.553,1.4245,1.9682,2.3307,2.8952,1.777,
2018/1/8,2.48,1.4063,1.9579,2.287,2.8113,1.7797,
2018/1/5,2.4763,1.3936,1.9599,2.2886,2.8105,1.7927,
2018/1/4,2.4525,1.3964,1.9515,2.2682,2.7863,1.8007,
2018/1/3,2.4471,1.3913,1.9313,2.2448,2.7855,1.8034,
2018/1/2,2.4633,1.3884,1.9191,2.2481,2.8136,1.7809,
2017/12/29,2.4054,1.3757,1.883,2.2064,2.7399,1.7316,
2017/12/28,2.4305,1.3759,1.9071,2.2361,2.7561,1.7318,
2017/12/27,2.4107,1.4321,1.893,2.1934,2.7461,1.7137,
2017/12/26,2.4756,1.3298,1.8991,2.2424,2.8246,1.7164,
2017/12/22,2.481,1.3222,1.8906,2.249,2.8309,1.7138,
2017/12/21,2.4826,1.3402,1.8775,2.2451,2.8419,1.7063,
2017/12/20,2.497,1.3734,1.8567,2.2366,2.8767,1.7063,
2017/12/19,2.4644,1.3658,1.8525,2.2212,2.8198,1.696,
2017/12/18,2.3942,1.3375,1.8277,2.1673,2.7407,1.6882,
2017/12/15,2.353,1.312,1.8358,2.1537,2.6873,1.6831,
2017/12/14,2.3493,1.3019,1.811,2.1384,2.7063,1.6755,
2017/12/13,2.3422,1.2969,1.7743,2.1049,2.7269,1.6626,
2017/12/12,2.4011,1.325,1.8271,2.1718,2.7762,1.6808,
2017/12/11,2.3886,1.2865,1.8189,2.1566,2.7762,1.6705,
2017/12/8,2.376,1.2712,1.7945,2.1398,2.7685,1.6549,
2017/12/7,2.3634,1.2764,1.8024,2.138,2.7607,1.6655,
2017/12/6,2.3385,1.2816,1.8064,2.1262,2.73,1.663,
2017/12/5,2.3509,1.2893,1.8184,2.1428,2.7315,1.6563,
2017/12/4,2.3723,1.2686,1.8063,2.1428,2.7638,1.6408,
2017/12/1,2.3615,1.2585,1.772,2.1127,2.7615,1.6071,
2017/11/30,2.4097,1.256,1.782,2.1375,2.8269,1.6073,
2017/11/29,2.3882,1.2841,1.762,2.1059,2.8245,1.597,
2017/11/28,2.3277,1.2765,1.746,2.0594,2.7577,1.5918,
2017/11/27,2.3277,1.2431,1.7404,2.0468,2.7677,1.5945,
2017/11/24,2.3418,1.261,1.7443,2.0636,2.7638,1.5893,
2017/11/22,2.3187,1.2841,1.7267,2.0417,2.7392,1.5843,
2017/11/21,2.3559,1.2714,1.7715,2.0986,2.7577,1.6025,
2017/11/20,2.3666,1.2584,1.7505,2.0919,2.7801,1.5922,
2017/11/17,2.3435,1.2585,1.7213,2.0567,2.7778,1.5793,
2017/11/16,2.3753,1.2535,1.7082,2.0699,2.8268,1.5691,
2017/11/15,2.3222,1.2382,1.6834,2.0316,2.7646,1.538,
2017/11/14,2.3717,1.2408,1.6872,2.0582,2.83,1.5458,
2017/11/13,2.4055,1.2074,1.6808,2.0749,2.871,1.5381,
2017/11/10,2.3984,1.2202,1.6541,2.0515,2.8797,1.5278,
2017/11/9,2.3416,1.2229,1.6333,2.0116,2.8161,1.515,
2017/11/8,2.3343,1.2229,1.6452,2.0099,2.7918,1.5202,
2017/11/7,2.3145,1.1987,1.6289,1.9884,2.777,1.4879,
2017/11/6,2.3163,1.1768,1.6207,1.9834,2.7941,1.4776,
2017/11/3,2.3325,1.1692,1.6145,1.99,2.8129,1.4569,
2017/11/2,2.345,1.1591,1.608,2,2.8255,1.4338,
2017/11/1,2.3721,1.1592,1.6119,2.0182,2.8579,1.4312,
2017/10/31,2.3793,1.1312,1.5997,2.0165,2.8794,1.4209,
2017/10/30,2.3684,1.0927,1.5737,1.9951,2.8802,1.408,
2017/10/27,2.4064,1.0928,1.5875,2.0281,2.9179,1.4055,
2017/10/26,2.4609,1.0954,1.6149,2.0777,2.9714,1.4185,
2017/10/25,2.4317,1.098,1.595,2.044,2.9404,1.4134,
2017/10/24,2.4189,1.1108,1.581,2.0439,2.9331,1.4135,
2017/10/23,2.3664,1.0876,1.5642,1.9985,2.8833,1.4031,
2017/10/20,2.3845,1.103,1.5763,2.0202,2.8969,1.4135,
2017/10/19,2.3178,1.0852,1.5304,1.9532,2.8365,1.3955,
2017/10/18,2.3465,1.0878,1.5629,1.9932,2.8562,1.4059,
2017/10/17,2.2998,1.0878,1.5463,1.9581,2.8019,1.3982,
2017/10/16,2.3034,1.0622,1.5379,1.9497,2.8231,1.4034,
2017/10/13,2.273,1.0673,1.4929,1.8998,2.805,1.3879,
2017/10/12,2.3177,1.0712,1.5127,1.938,2.8467,1.3958,
2017/10/11,2.3481,1.0878,1.5186,1.9562,2.8824,1.3985,
2017/10/10,2.3607,1.0723,1.5123,1.9595,2.8952,1.3586,
2017/10/6,2.3589,1.0622,1.504,1.9561,2.8936,1.3329,
2017/10/5,2.348,1.0597,1.4873,1.9444,2.8904,1.333,
2017/10/4,2.3229,1.061,1.4711,1.9162,2.8657,1.3098,
2017/10/3,2.3229,1.0445,1.471,1.9162,2.8641,1.2866,
2017/10/2,2.3408,1.0201,1.4828,1.9344,2.8736,1.2866,
2017/9/29,2.3336,1.0405,1.4827,1.936,2.8601,1.2892,
2017/9/28,2.3085,1.047,1.4508,1.8931,2.8712,1.2868,
2017/9/27,2.3103,1.0458,1.4707,1.9055,2.8625,1.3023,
2017/9/26,2.2357,1.0496,1.4356,1.8583,2.7739,1.292,
2017/9/25,2.2198,1.0074,1.423,1.8364,2.7615,1.2843,
2017/9/22,2.2499,1.0202,1.431,1.8614,2.7801,1.2946,
2017/9/21,2.2765,1.0279,1.4385,1.8862,2.805,1.2999,
2017/9/20,2.2676,1.0279,1.4382,1.8743,2.8081,1.2948,
2017/9/19,2.2446,1.0267,1.4011,1.8341,2.8167,1.2922,
2017/9/18,2.2287,1.0125,1.3947,1.8256,2.7987,1.2948,
2017/9/15,2.2023,1.0265,1.3803,1.8055,2.77,1.2897,
2017/9/14,2.1847,1.0432,1.3615,1.777,2.7669,1.2769,
2017/9/13,2.1883,1.0343,1.3471,1.767,2.7863,1.264,
2017/9/12,2.1672,1.0267,1.3348,1.7454,2.7715,1.2206,
2017/9/11,2.1306,1.0341,1.3186,1.709,2.743,1.2245,
2017/9/8,2.0507,1.0367,1.262,1.6332,2.6692,1.1975,
2017/9/7,2.0387,1.0394,1.262,1.625,2.6572,1.2001,
2017/9/6,2.1046,1.0547,1.3021,1.6841,2.7224,1.2272,
2017/9/5,2.0596,0.9997,1.29,1.6414,2.6806,1.2092,
2017/9/1,2.1657,0.9998,1.342,1.7383,2.777,1.2221,
2017/8/31,2.117,0.991,1.3255,1.702,2.7262,1.2171,
2017/8/30,2.1309,1.0101,1.3255,1.7167,2.7377,1.2184,
2017/8/29,2.1292,1.0076,1.3155,1.7036,2.7384,1.2158,
2017/8/28,2.1571,1.0189,1.3253,1.7402,2.7554,1.2288,
2017/8/25,2.1659,1.0036,1.3315,1.7568,2.7469,1.2249,
2017/8/24,2.1939,1.0114,1.3297,1.7752,2.7692,1.2289,
2017/8/23,2.166,0.9948,1.3051,1.7438,2.7461,1.2173,
2017/8/22,2.2131,0.9974,1.3216,1.7836,2.7847,1.2277,
2017/8/21,2.1817,0.9756,1.3012,1.7506,2.7631,1.2148,
2017/8/18,2.1939,1.0011,1.3054,1.7589,2.7762,1.2226,
2017/8/17,2.1853,0.9961,1.2956,1.7492,2.7739,1.2227,
2017/8/16,2.222,1.0037,1.3261,1.7806,2.8073,1.2382,
2017/8/15,2.2728,1.019,1.3465,1.8253,2.8488,1.227,
2017/8/14,2.2185,1.0201,1.3182,1.7692,2.8073,1.2052,
2017/8/11,2.1888,1.0316,1.294,1.7429,2.7855,1.1949,
2017/8/10,2.1975,1.0304,1.3246,1.7711,2.7729,1.2014,
2017/8/9,2.2476,1.0445,1.3387,1.804,2.8222,1.2027,
2017/8/8,2.2619,1.0445,1.3508,1.8172,2.8428,1.2221,
2017/8/7,2.253,1.0507,1.3509,1.8107,2.8336,1.2208,
2017/8/4,2.262,1.0698,1.3509,1.8157,2.842,1.2183,
2017/8/3,2.2212,1.0725,1.339,1.7879,2.7972,1.2106,
2017/8/2,2.271,1.0674,1.359,1.8256,2.8559,1.2119,
2017/8/1,2.2532,1.0674,1.3411,1.7994,2.8567,1.2068,
2017/7/31,2.2942,1.0724,1.3491,1.8356,2.8999,1.212,
2017/7/28,2.2889,1.0775,1.3472,1.8339,2.8953,1.2069,
2017/7/27,2.3103,1.0929,1.3631,1.852,2.9194,1.2173,
2017/7/26,2.2872,1.1133,1.3551,1.8265,2.8914,1.2173,
2017/7/25,2.3354,1.1541,1.3899,1.89,2.9171,1.2277,
2017/7/24,2.2552,1.1692,1.3567,1.8214,2.8345,1.2174,
2017/7/21,2.2375,1.159,1.3402,1.8031,2.8087,1.2071,
2017/7/20,2.2589,1.1387,1.3521,1.818,2.8254,1.2072,
2017/7/19,2.2696,1.1031,1.356,1.8246,2.8514,1.2175,
2017/7/18,2.259,1.0522,1.3477,1.8129,2.8461,1.191,
2017/7/17,2.3141,1.0367,1.3557,1.8594,2.9039,1.1961,
2017/7/14,2.3319,1.0316,1.3556,1.866,2.9195,1.1962,
2017/7/13,2.3444,1.0317,1.3633,1.8908,2.9172,1.2014,
2017/7/12,2.3177,1.0419,1.3429,1.8741,2.8838,1.1911,
2017/7/11,2.3605,1.0369,1.3751,1.9156,2.9234,1.1963,
2017/7/10,2.373,1.0265,1.383,1.9321,2.9265,1.2066,
2017/7/7,2.3856,1.0265,1.399,1.947,2.9289,1.2067,
2017/7/6,2.3659,1.0317,1.3944,1.9351,2.9016,1.2171,
2017/7/5,2.3232,1.0419,1.4022,1.9134,2.8469,1.2274,
2017/7/3,2.3499,1.0214,1.4101,1.9316,2.8669,1.2429,
2017/6/30,2.3037,1.0113,1.3817,1.8884,2.8348,1.2275,
2017/6/29,2.2666,1.0215,1.3692,1.8502,2.8135,1.2173,
2017/6/28,2.2279,1.0012,1.3533,1.8206,2.781,1.2018,
2017/6/27,2.2051,1.0012,1.3692,1.8115,2.7518,1.207,
2017/6/26,2.137,0.9501,1.3323,1.7565,2.697,1.1967,
2017/6/23,2.1423,0.9501,1.3404,1.7565,2.7155,1.2019,
2017/6/22,2.1477,0.9451,1.3401,1.7582,2.7163,1.2072,
2017/6/21,2.1634,0.9808,1.3481,1.7731,2.7274,1.2124,
2017/6/20,2.1565,1.0114,1.3439,1.7632,2.7385,1.2064,
2017/6/19,2.1879,1.001,1.356,1.788,2.7849,1.2013,
2017/6/16,2.1514,1.0011,1.3151,1.7433,2.7752,1.1859,
2017/6/15,2.1637,1.0011,1.3514,1.7632,2.7872,1.1962,
2017/6/14,2.1256,1.0012,1.331,1.7153,2.7692,1.186,
2017/6/13,2.2109,0.9961,1.3633,1.7813,2.8648,1.2015,
2017/6/12,2.2145,0.9959,1.3551,1.778,2.8694,1.1963,
2017/6/9,2.2005,0.996,1.3347,1.7664,2.8556,1.186,
2017/6/8,2.1885,0.991,1.3143,1.7483,2.851,1.1707,
2017/6/7,2.1729,0.9859,1.3061,1.7385,2.8366,1.1655,
2017/6/6,2.1451,0.9706,1.294,1.7138,2.8115,1.1449,
2017/6/5,2.1817,0.9705,1.302,1.7418,2.8366,1.1553,
2017/6/2,2.1591,0.9705,1.2879,1.7188,2.81,1.1502,
2017/6/1,2.2114,0.9706,1.2898,1.7615,2.8626,1.1451,
2017/5/31,2.2028,0.9706,1.2818,1.7516,2.8634,1.1503,
2017/5/30,2.2098,0.9297,1.2837,1.7549,2.8772,1.1451,
2017/5/26,2.2465,0.9246,1.2937,1.7894,2.912,1.1452,
2017/5/25,2.2554,0.9197,1.2937,1.7943,2.9206,1.1504,
2017/5/24,2.2502,0.9197,1.2818,1.7852,2.9245,1.1504,
2017/5/23,2.2799,0.9044,1.3032,1.8267,2.9432,1.124,
2017/5/22,2.2537,0.8941,1.2826,1.7985,2.9136,1.0983,
2017/5/19,2.2346,0.9043,1.2703,1.7803,2.8966,1.088,
2017/5/18,2.2294,0.9095,1.2682,1.7722,2.9005,1.0726,
2017/5/17,2.2243,0.8891,1.2458,1.7542,2.916,1.0726,
2017/5/16,2.3257,0.8993,1.2987,1.8484,2.9921,1.0984,
2017/5/15,2.3433,0.8737,1.2986,1.8617,3.0064,1.1036,
2017/5/12,2.3257,0.8687,1.2904,1.8468,2.9889,1.1036,
2017/5/11,2.3874,0.8738,1.3347,1.9147,3.0255,1.1191,
2017/5/10,2.4141,0.8891,1.3548,1.9379,3.0407,1.1192,
2017/5/9,2.3977,0.8942,1.3405,1.9229,3.0271,1.1192,
2017/5/8,2.3868,0.889,1.3303,1.9113,3.0222,1.1089,
2017/5/5,2.3487,0.8839,1.3102,1.8816,2.9832,1.0935,
2017/5/4,2.3541,0.8738,1.3059,1.8865,2.9983,1.0935,
2017/5/3,2.318,0.8637,1.2939,1.8519,2.9681,1.0833,
2017/5/2,2.2803,0.8433,1.258,1.8027,2.9689,1.0678,
2017/5/1,2.318,0.8025,1.2739,1.8405,3.0023,1.073,
2017/4/28,2.2802,0.7923,1.2619,1.8142,2.9508,1.0576,
2017/4/27,2.2946,0.7975,1.2579,1.8224,2.9642,1.0525,
2017/4/26,2.3035,0.8077,1.2717,1.8282,2.9602,1.0628,
2017/4/25,2.3322,0.8128,1.2704,1.8549,2.9879,1.0262,
2017/4/24,2.273,0.7872,1.2294,1.8017,2.9288,1.0057,
2017/4/21,2.248,0.772,1.1802,1.7703,2.9015,0.9749,
2017/4/20,2.232,0.7873,1.1846,1.7639,2.8822,0.9903,
2017/4/19,2.2143,0.7975,1.1766,1.7392,2.8729,1.0006,
2017/4/18,2.1682,0.8026,1.1604,1.6997,2.8354,1.0007,
2017/4/17,2.2498,0.8025,1.2011,1.7756,2.9094,1.0161,
2017/4/13,2.2374,0.8025,1.2053,1.7691,2.8923,1.011,
2017/4/12,2.2392,0.8026,1.2015,1.7676,2.8861,1.0162,
2017/4/11,2.2962,0.8077,1.2338,1.8303,2.9289,1.0368,
2017/4/10,2.3661,0.8025,1.2741,1.8998,2.9903,1.0523,
2017/4/7,2.3822,0.8127,1.2862,1.9196,3.0078,1.0574,
2017/4/6,2.3408,0.8026,1.2379,1.8585,2.9864,1.0266,
2017/4/5,2.3354,0.7975,1.234,1.8519,2.9856,1.0163,
2017/4/4,2.3605,0.7721,1.252,1.8898,2.9999,1.0215,
2017/4/3,2.3193,0.7567,1.2261,1.8519,2.9532,1.0061,
2017/3/31,2.3874,0.7516,1.254,1.9212,3.0094,1.0164,
2017/3/30,2.4197,0.7568,1.2818,1.964,3.0343,1.0216,
2017/3/29,2.3765,0.772,1.2698,1.926,2.9856,1.0319,
2017/3/28,2.4178,0.7721,1.3016,1.9636,3.0246,1.0108,
2017/3/27,2.3782,0.772,1.2527,1.9183,2.9848,0.9748,
2017/3/24,2.4123,0.7618,1.2566,1.945,3.0134,0.9646,
2017/3/23,2.4194,0.7618,1.252,1.9516,3.0294,0.9595,
2017/3/22,2.405,0.7619,1.2477,1.9366,3.0174,0.9647,
2017/3/21,2.4175,0.7568,1.2598,1.9466,3.0343,0.9698,
2017/3/20,2.4607,0.7262,1.2883,1.9849,3.077,0.9801,
2017/3/17,2.5005,0.7262,1.3146,2.0183,3.1096,0.9801,
2017/3/16,2.5402,0.7211,1.3322,2.0499,3.1506,0.9853,
2017/3/15,2.493,0.7212,1.2994,2.003,3.1071,1.0008,
2017/3/14,2.6002,0.7619,1.3763,2.1285,3.1747,1.0368,
2017/3/13,2.6258,0.7414,1.3719,2.1385,3.2122,1.0471,
2017/3/10,2.5745,0.7414,1.3534,2.1014,3.1647,1.0266,
2017/3/9,2.6053,0.7262,1.3726,2.1362,3.1888,1.0318,
2017/3/8,2.5597,0.7161,1.3542,2.0926,3.1489,1.0163,
2017/3/7,2.5179,0.7415,1.3277,2.0491,3.121,0.9958,
2017/3/6,2.4997,0.7211,1.3053,2.0191,3.1046,0.965,
2017/3/3,2.478,0.6957,1.3051,2.009,3.0713,0.9598,
2017/3/2,2.4779,0.6601,1.3084,2.0155,3.0729,0.9599,
2017/3/1,2.4526,0.6194,1.2842,1.9872,3.0608,0.9136,
2017/2/28,2.3899,0.6042,1.2601,1.9294,2.9952,0.8208,
2017/2/27,2.365,0.5025,1.1944,1.8651,2.9833,0.7747,
2017/2/24,2.3117,0.5025,1.1428,1.8044,2.951,0.7747,
2017/2/23,2.372,0.5076,1.1825,1.8586,3.0127,0.7799,
2017/2/22,2.4129,0.5127,1.2162,1.9049,3.0327,0.7953,
2017/2/21,2.429,0.5126,1.2067,1.9199,3.0407,0.7953,
2017/2/17,2.4146,0.5126,1.1882,1.9015,3.0231,0.7953,
2017/2/16,2.4467,0.5177,1.2021,1.9364,3.0487,0.7954,
2017/2/15,2.4932,0.533,1.2466,1.9914,3.0777,0.8261,
2017/2/14,2.4698,0.5381,1.2343,1.963,3.0584,0.821,
2017/2/13,2.4358,0.533,1.2017,1.9147,3.0319,0.8005,
2017/2/10,2.4073,0.533,1.1895,1.8865,3.0056,0.7903,
2017/2/9,2.3948,0.5381,1.1772,1.8667,3.0041,0.7852,
2017/2/8,2.3363,0.533,1.141,1.8024,2.9485,0.7749,
2017/2/7,2.3931,0.5178,1.165,1.8469,3.0179,0.7801,
2017/2/6,2.4077,0.5177,1.149,1.8453,3.0473,0.7801,
2017/2/3,2.4648,0.4974,1.1969,1.9096,3.0902,0.8006,
2017/2/2,2.4737,0.4974,1.2046,1.9228,3.0877,0.8109,
2017/2/1,2.4699,0.5025,1.2125,1.9294,3.0753,0.8212,
2017/1/31,2.4531,0.5127,1.2044,1.9129,3.0612,0.7593,
2017/1/30,2.4881,0.5025,1.2122,1.9491,3.0785,0.7747,
2017/1/27,2.4843,0.5076,1.2182,1.9458,3.0588,0.785,
2017/1/26,2.5043,0.4974,1.2242,1.9657,3.0851,0.785,
2017/1/25,2.5116,0.4923,1.2341,1.9765,3.0967,0.785,
2017/1/24,2.4652,0.5025,1.1924,1.9331,3.0489,0.7799,
2017/1/23,2.3971,0.4872,1.1434,1.8634,2.9862,0.7645,
2017/1/20,2.4668,0.4974,1.1885,1.9365,3.0488,0.7902,
2017/1/19,2.4739,0.5025,1.2214,1.9633,3.0463,0.8005,
2017/1/18,2.4296,0.5228,1.2214,1.9383,3.0129,0.8056,
2017/1/17,2.3253,0.5228,1.1524,1.8192,2.9317,0.78,
2017/1/13,2.3964,0.5228,1.1931,1.897,2.9886,0.7954,
2017/1/12,2.3631,0.5127,1.1733,1.8659,2.9604,0.7954,
2017/1/11,2.3721,0.5076,1.1855,1.8841,2.9556,0.8057,
2017/1/10,2.3757,0.5076,1.1855,1.8759,2.9676,0.8006,
2017/1/9,2.3647,0.4974,1.1816,1.8727,2.958,0.8057,
2017/1/6,2.4193,0.5126,1.2098,1.9239,3.0088,0.8314,
2017/1/5,2.3443,0.5127,1.1621,1.8434,2.9444,0.8212,
2017/1/4,2.439,0.5279,1.214,1.9306,3.0397,0.8623,
2017/1/3,2.4444,0.4872,1.2141,1.9422,3.0462,0.826,
2016/12/30,2.4443,0.4974,1.1883,1.9274,3.0651,0.8106,
2016/12/29,2.475,0.4466,1.2122,1.9538,3.079,0.8158,
2016/12/28,2.508,0.5076,1.254,1.9961,3.0931,0.8517,
2016/12/27,2.5596,0.5126,1.2267,2.055,3.133,0.8568,
2016/12/23,2.5373,0.5076,1.2016,2.0245,3.1138,0.8517,
2016/12/22,2.5515,0.5025,1.1923,2.034,3.1271,0.8518,
2016/12/21,2.5348,0.5025,1.1879,2.0187,3.1079,0.8569,
2016/12/20,2.5586,0.5076,1.2163,2.0388,3.1396,0.8775,
2016/12/19,2.5382,0.4872,1.2221,2.0218,3.1204,0.8775,
2016/12/16,2.5916,0.4923,1.2524,2.0654,3.1741,0.8826,
2016/12/15,2.5967,0.4974,1.2738,2.0884,3.1622,0.8878,
2016/12/14,2.5707,0.533,1.2673,2.0479,3.1799,0.9084,
2016/12/13,2.4713,0.533,1.1636,1.9091,3.1312,0.8673,
2016/12/12,2.4712,0.5025,1.1411,1.8857,3.1538,0.8468,
2016/12/9,2.4675,0.533,1.1329,1.8906,3.1529,0.8468,
2016/12/8,2.4071,0.5025,1.1102,1.8374,3.1053,0.8366,
2016/12/7,2.3401,0.4974,1.094,1.7895,3.0224,0.8315,
2016/12/6,2.3887,0.4873,1.1139,1.834,3.0788,0.785,
2016/12/5,2.3941,0.4618,1.1198,1.8456,3.064,0.7901,
2016/12/2,2.3831,0.4618,1.0957,1.8208,3.0615,0.7696,
2016/12/1,2.4481,0.4669,1.147,1.8982,3.1085,0.7799,
2016/11/30,2.3809,0.4771,1.113,1.842,3.0337,0.7748,
2016/11/29,2.291,0.4771,1.0871,1.7746,2.9459,0.7645,
2016/11/28,2.3124,0.4618,1.099,1.7894,2.9755,0.7697,
2016/11/25,2.3572,0.4923,1.1168,1.8354,3.0045,0.7799,
2016/11/23,2.3498,0.4923,1.1228,1.8321,3.0207,0.7697,
2016/11/22,2.3119,0.4822,1.0871,1.7762,2.9996,0.7595,
2016/11/21,2.3154,0.4313,1.0683,1.7691,2.9924,0.7595,
2016/11/18,2.3548,0.4313,1.0678,1.7975,3.0296,0.7544,
2016/11/17,2.3026,0.4263,1.0461,1.7362,3.0117,0.7595,
2016/11/16,2.2225,0.4568,1.0051,1.6707,2.9221,0.7391,
2016/11/15,2.2189,0.4822,0.9926,1.6588,2.9555,0.7544,
2016/11/14,2.2614,0.5126,1.0023,1.6819,3.0117,0.7647,
2016/11/10,2.1501,0.4669,0.9151,1.5571,2.9549,0.7186,
2016/11/9,2.0571,0.4263,0.8901,1.4724,2.8456,0.7084,
2016/11/8,1.8547,0.4161,0.8539,1.3265,2.6156,0.6416,
2016/11/7,1.8261,0.402,0.8178,1.2874,2.6021,0.6109,
2016/11/4,1.7762,0.3663,0.7838,1.2321,2.561,0.6007,
2016/11/3,1.8115,0.3663,0.8055,1.2646,2.6004,0.6212,
2016/11/2,1.8025,0.3612,0.8174,1.263,2.5672,0.6263,
2016/11/1,1.8274,0.3511,0.8311,1.2921,2.5774,0.6365,
2016/10/31,1.8255,0.2993,0.8409,1.3067,2.5798,0.6417,
2016/10/28,1.8468,0.279,0.8526,1.3245,2.6154,0.6417,
2016/10/27,1.8536,0.2841,0.8863,1.3473,2.6138,0.6519,
2016/10/26,1.7931,0.3247,0.8685,1.304,2.5412,0.6468,
2016/10/25,1.756,0.3298,0.8523,1.2742,2.4985,0.6519,
2016/10/24,1.7647,0.3196,0.8399,1.2742,2.5171,0.6468,
2016/10/21,1.7347,0.3247,0.8234,1.2428,2.4846,0.6417,
2016/10/20,1.7556,0.3298,0.819,1.2525,2.5039,0.6469,
2016/10/19,1.7432,0.3298,0.7946,1.2262,2.5069,0.6315,
2016/10/18,1.7379,0.3349,0.7986,1.2245,2.5054,0.6418,
2016/10/17,1.766,0.2993,0.8147,1.2539,2.5216,0.6418,
2016/10/14,1.7977,0.2892,0.8348,1.2866,2.5583,0.6571,
2016/10/13,1.7411,0.2841,0.8345,1.2586,2.4768,0.652,
2016/10/12,1.7692,0.3399,0.8585,1.2912,2.4991,0.6777,
2016/10/11,1.7638,0.3307,0.8664,1.2944,2.5014,0.6416,
2016/10/7,1.7181,0.3154,0.8301,1.2551,2.4508,0.6314,
2016/10/6,1.7372,0.3205,0.8496,1.2776,2.4538,0.6314,
2016/10/5,1.7021,0.3205,0.8316,1.2434,2.4234,0.6263,
2016/10/4,1.6864,0.3205,0.8215,1.2271,2.4098,0.6263,
